texto,classe
"Vizinhos da mãe suspeita de matar bebę em Natal estão com medo. Muitas pessoas tęm filhos pequenos, que brincam no pátio. A gente teme que ela volte aqui e seja capaz de fazer mal a qualquer um de nķs", desabafou uma moradora que não quis se identificar.",medo
"Proliferaįão de algas assusta e praias são fechadas na Austrália. Um fenômeno raro na Austrália causou o fechamento de algumas praias e está assustando as autoridades. Algas da espécie conhecida como Noctiluca scintillans se proliferaram na água e deixaram a água com alta concentraįão de amônia. Por causa disso, a água ficou com a coloraįão vermelha, o que assustou turistas e moradores.",medo
"Tensão em Boston: polícia cerca quarteirões em busca de terrorista. Nas outras regiões da cidade, ruas vazias: pessoas ficam em casa para evitar correr risco",medo
"Terremoto de 7,9 graus na escala Richter atinge as Filipinas. Um terremoto de 7,9 graus de magnitude na escala Richter atingiu as Filipinas nesta sexta-feira. Um alerta de tsunami foi emitido para a região, informou o Serviįo Geolķgico americano e o Centro de Alerta de Tsunami do Pacífico.",medo
"Apķs ameaįas norte-coreanas, clima é de tensa expectativa na península. EUA, Coreia do Sul e Japão estão em alerta contra possível ataque.",medo
"América Latina é região mais atingida pela nova gripe, diz OMS: Região tem o maior número de contaminados e mortos; inverno no Hemisfério Sul preocupa países.",medo
"Mortes por dengue no Paraguai preocupam a cidade de Foz do Iguaįu. Em 2012, 70 pessoas morreram em decorręncia da doenįa no país vizinho. Regional de Saúde diz que em Foz do Iguaįu situaįão está sob controle.",medo
"Terremoto de magnitude 7,3 atinge nordeste do Japão. Um forte terremoto de magnitude preliminar 7,3 foi registrado no nordeste do Japão na tarde desta sexta-feira.",medo
"Desabamento de túnel deixa prédio em construįão inclinado na Rússia. Edifício residencial de tręs andares inclinou-se em Sochi.",medo
"Terroristas usam e-mails sobre mulheres como 'fachada' para ataque: Autoridades britânicas descobriram o plano em troca de mensagens. Objetivo de paquistaneses era explodir carro-bomba no período da Páscoa.",medo
"Hizbollah promete retaliar se Israel atacar o Líbano. O líder do grupo islâmico Hizbollah afirmou no domingo que o movimento xiita poderá lanįar "milhares de mísseis" contra Tel Aviv, caso o Estado de Israel ataque o Líbano. 'Como Israel, que tremeu diante de poucos mísseis Fajr 5, irá suportar os mísseis que cairão em Tel Aviv e em outras partes, no caso de um ataque ao Líbano?", declarou Hasan Nasrala, em uma mensagem transmitida por telas gigantes a centenas de partidários reunidos em um subúrbio de Beirute.",medo
"Novo terremoto volta a sacudir região central da Itália: Tremor ocorreu na região de Abruzzos. Área atingida fica prķxima ā cidade de L'Aquila.",medo
"Madrugada de combates em Damasco. Os bairros do sul da capital síria foram bombardeados neste sábado pelas forįas do regime e durante a noite foram registrados combates na província de Damasco, região onde os confrontos se concentram agora, informou uma ONG síria e militantes.",medo
"Homens armados sequestram 12 trabalhadores no Senegal. Sequestradores são suspeitos de pertencerem a movimento separatista.",medo
"Síria ameaįa retaliaįão caso Israel continue atacando, diz TV estatal. Mísseis estão prontos para atacar alvos precisos', informa canal sírio.",medo
"Ônibus são atacados na zona leste da capital paulista. Cinco ônibus foram atacados no início da madrugada de hoje (5) no Jardim Robru, zona leste da capital paulista.",medo
"Aviaįão de Israel ataca Damasco e Síria ameaįa retaliar. Israel lanįou dois ataques contra o territķrio sírio em menos de tręs dias.",medo
"Criminosos incendeiam e apedrejam 5 ônibus em São Paulo. Cinco ônibus foram atacados por criminosos na noite deste sábado (4), na Zona Leste de São Paulo.",medo
"Israel ataca Síria pela segunda vez em menos de tręs dias. Na noite de sábado, alvo foram posiįões militares ao norte de Damasco.",medo
"Explosão em fábrica de fertilizantes no Texas assusta EUA e mata ao menos dois. Ainda abalados pelo atentado na maratona de Boston, os Estados Unidos enfrentaram na noite desta quarta-feira uma nova explosão.",medo
"Assaltante faz refém em Cotiporã. Suspeito entrou na casa de um agricultor e o fez refém até levá-lo a Bento Gonįalves.",medo
"Criminosos fazem reféns em Constantina e Sarandi apķs assaltarem bancos. Pelo menos 13 pessoas foram feitas reféns. ",medo
"Homem armado faz reféns em lancheria de Porto Alegre. Um dos reféns estaria sob a mira de um revķlver. ",medo
"Passageiros temem assaltos durante viagens de ônibus no Paraná. O medo virou rotina dos passageiros que precisam viajar de ônibus ā noite com destino ā região de Foz do Iguaįu, no oeste do Paraná. A rota, que é conhecida pela grande quantidade de ônibus de sacoleiros que precisam passar pelo trecho, virou alvo de assaltantes. ",medo
"'Pensei que íamos todos morrer', diz professora que salvou alunos. Kaitlin Roig falou sobre o massacre em entrevista ā rede americana ABC. Atirador invadiu escola de Connecticut nesta sexta e disparou contra alunos.",medo
"Medo da gripe faz máscara virar parte de uniforme em MG: Funcionários de empresa de fertilizantes adotaram acessķrio. No porto seco, caminhoneiros recebem folhetos com orientaįões.",medo
"Aumento da criminalidade no Centro de Divinķpolis preocupa moradores. Câmeras 'Olho Vivo' irão ajudar a monitorar região, diz PM.",medo
"Ameaįada de morte, feminista tunisiana vive com medo de islamitas. A jovem tunisiana que permanece escondida depois da difusão de fotos em que apareceu mostrando os seios, apareceu neste sábado em uma reportagem",medo
"USP, Unicamp e Unesp adiam início das aulas por causa da nova gripe: Aulas serão retomadas no dia 17 de agosto. Escolas públicas também prorrogaram o fim das férias.",medo
"Ataques de lobos faz região da Sibéria decretar estado de emergęncia. A república de Iakútia, no extremo nordeste da Sibéria, decretou estado de emergęncia em razão da multiplicaįão de ataques de lobos que dizimaram renas e cavalos da região, uma das mais frias do mundo.",medo
"Frio faz gripe suína se espalhar por países vizinhos ao Brasil: Chile registra mais de mil casos da doenįa; na Argentina, 127 foram confirmados nesta sexta-feira.",medo
"Número de casos de gripe sobe a 1.490, com 30 mortes, diz agęncia da ONU: Balanįo anterior da Organizaįão Mundial da Saúde indicava 1.124 casos. Agęncia não vę sinais de transmissão em nível comunitário na Europa.",medo
"Câmeras de seguranįa flagram assalto a funerária no RS: Aįão foi acompanhada por funcionário que estava em outra loja. Polícia foi acionada e prendeu assaltantes em menos de 5 minutos.",medo
"Nova gripe já contaminou 7.520 pessoas em 34 países, segundo a OMS: Estados Unidos são o país com maior número de casos: 4.298. Agęncia da ONU diz que o pior pode ainda não ter passado.",medo
"Peixe alucinķgeno é encontrado na Grã-Bretanha: Consumo de cabeįa da espécie mediterrânea de peixe pode provocar alucinaįões.",medo
"Vinte pessoas são rendidas em assalto a uma fazenda no ES. Cinco homens encapuzados e armados invadiram a propriedade.",medo
"Moradores de Salvador temem dias de medo com chegada das chuvas de verão. As fortes chuvas de verão que castigam Salvador e o interior baiano trouxeram de volta velhos problemas como deslizamentos, alagamentos, desabamentos e transbordamento de rios, tanto na capital baiana quanto no interior do estado.",medo
"Terremoto em Honduras deixa um morto e um ferido, diz Cruz Vermelha: Tremor de magnitude 7,1 abalou o país durante a madrugada. Houve alerta de tsunami no Caribe, mas ele já foi retirado.",medo
"Governo recomenda que alunos com suspeita de gripe adiem volta ās aulas: Alunos com sintomas devem ser acompanhados por médicos. Em várias localidades, retorno ao segundo semestre letivo foi adiado.",medo
"Furacão Sandy faz Obama decretar estado de emergęncia em Nova York. O presidente dos Estados Unidos, Barack Obama, decretou estado de emergęncia em Washington, na Columbia, em Nova York e Massachusetts, além de Maryland, como medida de precauįão ā chegada do Furacão Sandy, prevista para esta segunda-feira (29/10).",medo
"Colombianos marcham contra desemprego, reeleiįão de Uribe e violęncia: Vários jovens apedrejaram carros da polícia. Manifestaįão aconteceu em Bogotá.",medo
"Dupla assalta micro-ônibus e agride passageiros em Manaus, diz PM. Apķs fuga, polícia encontrou suspeitos escondidos em quintal de casa. Motorista agredido conta que foi assaltado pela segunda vez em 15 dias.",medo
"Mulher sai de casa por medo de ser morta pelo marido. Apķs 19 anos sendo vítima de violęncia doméstica, a auxiliar de serviįos gerais Selma Santos Brito Reis, 36, prestou queixa no Complexo Policial Investigador Bandeira, no município de Feira de Santana (distanet a 108 km de Salvador), no final de semana, e resolveu sair de casa com medo de ser morta pelo marido, identificado como Hailton de Jesus Reis.",medo
"Violęncia torna Lomba Grande um bairro com medo. Comunidade na área rural de Novo Hamburgo está apreensiva com o aumento de roubos ā mão armada. Criminalidade já mudou rotina da região.",medo
"Avô luta contra tubarão de 2 metros para salvar netos em praia da Austrália. A coragem do turista foi destaque em jornais do mundo todo.",medo
"Vacina contra tuberculose é perigosa demais para bebęs com vírus da Aids: Conclusão é de estudo feito pela OMS na África do Sul, onde HIV é comum. Imunizaįão não sķ não traz proteįão como pode matar crianįa.",medo
"Assaltantes fazem refém em Icoaraci, na Grande Belém. Segundo a polícia, os dois homens tentavam realizar um assalto a uma loja. Muitos curiosos estão no local.",medo
"Nova gripe já matou 816 pelo mundo, diz Organizaįão Mundial da Saúde: Novo balanįo mostra mais de 134 mil contaminados pelo H1N1. Doenįa chega a pontos remotos do planeta, segundo agęncia da ONU.",medo
"Famílias que ocuparam casas populares temem despejo em SE. Nesta segunda-feira (4) os moradores acordaram apreensivos com a notícia que terão que deixar o local em breve, pois a prefeitura entrou com um processo de reintegraįão de posse.",medo
"Nove estrangeiros são sequestrados no Ięmen: Governo diz que grupo rebelde xiita é autor do sequestro. Conflitos na província já mataram milhares de pessoas.",medo
"G8 perdeu representatividade para países emergentes, diz Amorim: 'Não sei como ele vai ser enterrado, mas o G8 morreu', disse chanceler. Celso Amorim participou de debate com Pascal Lamy, da OMC, em Paris.",medo
"PF prende 31 em operaįão contra tráfico de drogas no Piauí: Segundo o delegado, quadrilha agia em outros estados do Nordeste. Policiais apreenderam drogas, armas, veículos e computadores.",medo
"Estudo nos EUA liga vírus comum a pressão alta: Pesquisadores preveem criaįão de vacina contra o vírus CMV, que causaria endurecimento das artérias.",medo
"Terremoto de 6,4 graus atinge sul do México. O epicentro do terremoto foi registrado a 169 quilômetros ao sul da capital do país.",medo
"Homem atira em shopping e provoca pânico nos Estados Unidos. Não houve feridos, mas caso provocou correria no estacionamentos e lojas. Marcos Gurrola, 42, foi preso por policiais que faziam ronda no local.",medo
"Veja as principais notícias de abril: OMS eleva nível de alerta de pandemia de gripe suína de 4 para 5. Navegue pela galeria de fotos e confira os fatos mais marcantes.",medo
"Gaza é alvo de novos ataques israelenses. Os bombardeios aéreos e marítimos prosseguiam contra o territķrio palestino, enquanto centenas de palestinos participavam nesta manhã em Gaza dos funerais de nove integrantes da mesma família, todos mortos na véspera em um ataque israelense contra a sua casa.",medo
"Prioridade é reduzir inchaįo do cérebro de Felipe Massa, diz médico: Tomografias a cada 48 horas vão monitorar pressão intracraniana. Especialista explica que é muito difícil prever evoluįão.",medo
"Explosões em frente a ministério em Damasco deixam mortos e feridos. Tręs explosões, sendo uma com carro-bomba, em frente ao Ministério do Interior, em Damasco, deixaram mortos e feridos, anunciou a rede de televisão oficial da Síria.",medo
"Ministério da Saúde registra mais quatro casos da nova gripe no país: Um paciente foi diagnosticado no DF e outros tręs em São Paulo. Com anúncio, número de infectados no Brasil sobe para 58.",medo
"Incęndio florestal fecha museu Getty em Los Angeles: Funcionários foram retirados, e visitaįão foi interrompida. Fogo consumiu 16 hectares de vegetaįão em apenas duas horas.",medo
"Clientes de shopping se assustam com suposta bomba deixada por trio durante assalto. Os bandidos deixaram a suposta bomba em cima do balcão da loja, deixando os funcionários e clientes assustados.",medo
"Painel americano recomenda mudanįa de remédios contra dor para idosos: Altas quantidades de aspirina ou paracetamol poderiam trazer perigo. Especialistas sugerem que opioides são alternativa para dor crônica.",medo
"Moradores relatam medo da violęncia em Vila Velha, ES. Em tręs dias, quatro tiroteios foram registrados.",medo
"Ribeirão registra 45 assaltos a ônibus em tręs meses, dizem empresas. Número de motoristas pedindo demissão por medo aumentou, diz sindicato.",medo
"Cientistas estudam como uma gripe tranquila pode se tornar brutal: Pandemia de gripe suína se mostrou menos perigosa do que se temia. Entretanto, com o tempo, vírus pode se tornar mais ameaįador.",medo
"Jornalista que ficou presa no Irã encontra Hillary em Washington: Roxana Saberi, que foi Miss Dakota do Norte, foi acusada de espionagem. Apķs protestos, sua pena foi diminuída, ela foi libertada e voltou aos EUA.",medo
"Pandemia da nova gripe está ās portas, mas OMS hesita em fazer declaraįão: Temor da organizaįão da ONU é estimular o pânico generalizado. Surto pandęmico refere-se ā transmissão, e não ā gravidade da doenįa.",medo
"Dois casos de bactéria multirresistente são registrados em hospital da Capital. Uma bactéria com forte resistęncia a antibiķticos foi detectada em dois pacientes  em Porto Alegre.",medo
"Grupo assalta bancos, organiza escudo humano e faz policiais de reféns. A quadrilha utilizou armamento pesado e assaltou agęncias de duas cidades",medo
"Índios fazem 40 reféns em Mato Grosso do Sul. Funcionários públicos de ķrgãos federais, estaduais e municipais foram feitos reféns nesta segunda-feira, em Mato Grosso do Sul, por um grupo de aproximadamente 400 índios da etnia guarani-caiuás. ",medo
"Estuprador de ônibus assusta e faz vítima chorar em delegacia no Rio de Janeiro. A mulher também relatou os 40 minutos de terror a uma rede de TV.",medo
"Jovens assaltam e agridem moradores em Caxias do Sul. As primeiras experięncias de jovens com o crime estão assustando os moradores de Caxias do Sul. Adolescentes do município da serra gaúcha formam quadrilhas que acabam envolvidas com o consumo de drogas, pichaįões, assaltos e espancamentos.",medo
"Barragem no Piauí transborda pela primeira vez: Norte do Piauí sofre com maior volume de chuva dos últimos 40 anos. Forįa da água cortou estrada e abriu cratera de mais de 1 quilômetro.",medo
"UFRJ e universidades estaduais do Rio adiam aulas por causa da gripe A: Federal acompanha decisão da Uni-Rio e Rural e férias acabam dia 17. Uenf e Uezo retornam dia 10 e greve faz Uerj sķ voltar em setembro.",medo
"Mais de 8 mil empresas japonesas quebraram no primeiro semestre do ano: Somente em junho, 1.422 companhias quebraram, segundo pesquisa. Japão sofre com recessão.",medo
"Terremoto na Costa Oeste do Canadá causa tsunami no Havaí. Um tsunami desencadeado por um terremoto de 7,7 graus na escala Richter, na Costa Oeste do Canadá, atingiu ilhas do Havaí, nos Estados Unidos. Não há, por enquanto, levantamento de vítimas e danos. Ontem (27) ā noite, foram ouvidas sirenes de emergęncia nas ilhas para advertir os moradores sobre os perigos. A previsão era ondas de até 2 metros de altura.",medo
"Violentos combates e bombardeios continuam na Síria. Apķs uma noite de combates, Qadam e Tadamun, dois bairros pobres do sul de Damasco onde os rebeldes tentam tomar a capital, continuavam sendo palco de enfrentamentos e disparos.",medo
"Ladrões fazem arrastões em restaurante e em igreja evangélica. Bandidos fizeram arrastão em um restaurante e em uma igreja evangélica neste domingo, em São Paulo.",medo
"Bandidos invadem apartamento e fazem reféns. Bandidos armados invadiram um apartamento na madrugada desta quarta-feira e fizeram moradores reféns no Bairro Castelo, na Região da Pampulha em Belo Horizonte.",medo
"Virose afeta dezenas de moradores de Nova Candelária, no RS. Mais de 70 pessoas procuraram atendimento nos postos de saúde. Município cancelou aulas para evitar que o surto aumente ainda mais.",medo
"Terremoto de 6,1 graus sacode o sul das Filipinas. O abalo sísmico aconteceu no oceano a 38,1 quilômetros de profundidade.",medo
"União Europeia detecta 237 novos casos da nova gripe em 24 horas: Reino Unido é o local mais afetado, com 200 novos contágios. Total de pessoas doentes na Europa é de 2.096.",medo
"Bactérias resistentes 'ameaįam mais que aquecimento global'. O aumento de infecįões resistentes a medicamentos é comparável ā ameaįa do aquecimento global, de acordo com a principal autoridade de Saúde da Inglaterra.",medo
"Camas de bronzeamento artificial são cancerígenas, diz pesquisa: Comprovaįão é de estudo de agęncia que faz recomendaįões para a OMS.",medo
"Câmera flagra homem escapando por pouco de trem. A Rede Ferroviária britânica divulgou imagens captadas por circuito interno de TV de um homem que escapa por pouco de ser atropelado por um trem, ao cruzar a linha férrea.",medo
"Naufrágio leva turistas a passar 45 minutos de tensão e desespero em SC. Medo sķ sķ acabou com a chegada do helicķptero dos bombeiros.",medo
"Mexicanos devem ficar em casa até terįa para conter alastramento de gripe: Apenas hospitais, supermercados e farmácias vão funcionar no México. Presidente disse que 'não há lugar mais seguro do que a prķpria casa'.",medo
"Atirador mata duas pessoas e fere 10 em festa de carnaval no Rio. Ensaio de um bloco terminou em tragédia na noite de domingo.",medo
"Casos da nova gripe chegam a 898 em 18 países, diz OMS: Número de mortos permanece 20, segundo entidade. México e EUA seguem como principais focos do vírus.",medo
"Estudo prevę que Brasil perderá participaįão no comércio mundial: Projeįões até 2030 indicam queda nas vendas externas de produtos manufaturados.",medo
"Mais tręs países conseguem limitar o tracoma, que causa cegueira: Gana, México e Arábia Saudita controlam infecįão causada por inseto. Mas 40 milhões de pessoas de mais de 50 países ainda estão em risco.",medo
"Brasileiros que vivem na Faixa de Gaza pedem ajuda para deixar a região. Um grupo de 20 brasileiros, que tęm também nacionalidade palestina, pediu ajuda ao Escritķrio do Brasil em Ramalá, na Cisjordânia, para deixar momentaneamente a Faixa de Gaza por temer o agravamento dos conflitos.",medo
"Moradores da Barra estão apreensivos com onda de assaltos. Os assaltos a estabelecimentos comerciais na Barra tęm deixado moradores e comerciantes locais apreensivos.",medo
"Terremoto sacode o leste do Japão. Um terremoto de 4,9 graus de magnitude sacudiu edifícios em Tķquio, no leste do Japão, neste sábado, disse a agęncia meteorolķgica japonesa.",medo
"Avião fica parado em Florianķpolis por suspeita de nova gripe: Brasileira com sintomas da doenįa foi levada a hospital. Aeronave, com 97 passageiros, passou por desinfecįão.",medo
"Falta de iluminaįão pública deixa moradores com medo em Maceiķ. Parte alta da cidade está com ruas totalmente escuras. Moradores reclamam que a escuridão facilita aįões de bandidos.",medo
"Detentos fazem rebelião e colocam fogo em cadeia de MG: Segundo a polícia, problema comeįou durante discussão entre presos. Um deles sofreu queimaduras e foi levado para hospital de Tręs Pontas.",medo
"Explosões matam 5 e ferem 30 no Paquistão: Ataque ocorreu em Peshawar. Na véspera, atentado matou ao menos 24 em Lahore.",medo
"Passageiros temem assaltos durante viagens de ônibus no Paraná. Rota da PR-317 e BR-158 no sentido oeste viraram alvo de assaltantes",medo
"Vítimas relembram 'cenas de horror' apķs explosões em Boston. Vítimas e testemunhas das explosões que aconteceram no final da Maratona de Boston, na última segunda-feira, descrevem 'cenas horrendas' de corredores e familiares atingidos.",medo
"China confirma 25 canadenses em quarentena por conta da nova gripe: Estudantes estão sob observaįão na cidade de Changchun. Autoridades dizem que é legal, mas governo do Canadá pediu explicaįões.",medo
"Vulcão equatoriano aumenta sua atividade. O vulcão equatoriano Tungurahua, em erupįão desde 1999, intensificou nesta quinta-feira sua atividade sísmica, assim como as explosões, que podem ser ouvidas em povoados onde vigora um alerta laranja ante o perigo de violentos fluxos de lava segundo o Instituto Geofísico.",medo
"Trânsito fica cada vez complicado nas grandes cidades: Em São Paulo, estimativa é que trânsito pare em quatro anos. Pesquisa avaliou ainda Rio de Janeiro, Belo Horizonte e Porto Alegre.",medo
"Terremoto de 7,1 graus atinge Honduras: Por enquanto não há informaįões sobre danos ou possíveis vítimas. Alerta de tsunami foi emitido na região.",medo
"Mulheres que ajudaram a encontrar Bin Laden vivem sob ameaįa no Paquistão. Agentes de saúde perderam seus empregos e são consideradas 'traidoras'.",medo
"Moradores de cidades dominadas pelo crack no DF narram rotina de medo. Um dia depois de o designer gráfico Isaque Nilton Alves Boschini, 28 anos, ter sido assassinado por reclamar do uso de crack na QE 40 do Guará 2, moradores, comerciantes e funcionários de locais onde domina o tráfico de drogas se sentem acuados.",medo
"Terra pode vir a colidir com outro planeta no futuro, alerta simulaįão: Dupla usou supercomputador para simular futuro do Sistema Solar. Chance de 'bagunįa' é de 1% nos prķximos 5 bilhões de anos.",medo
"Bandidos prometem novos ataques em SC. Milhares de passageiros que utilizam o transporte coletivo em Florianķpolis deixaram ontem de andar de ônibus com medo de novos ataques, apķs a onda de violęncia no Estado.",medo
"Metodista, Mauá e São Judas decidem adiar retorno ās aulas: Motivo é reduzir a possibilidade de transmissão da nova gripe. Instituiįões de ensino atendem recomendaįão da secretaria.",medo
"Banda que causou incęndio na boate Kiss em Santa Maria teme linchamento. O guitarrista da banda Gurizada Fandangueira, Rodrigo Martins, afirmou em entrevista ā Rádio Gaúcha que a banda está com medo de sofrer linchamento.",medo
"Santa Catarina volta a conviver com o medo de ataques. Apķs meses de calmaria, Santa Catarina volta a conviver com dias de atentados terroristas realizados por criminosos. Foram ao menos 13 ocorręncias registradas até as 5 horas da manhã desta sexta-feira.",medo
"Organizaįão Mundial da Saúde confirma mais 444 casos de nova gripe no mundo: Segundo agęncia, há 13.398 infectados, comparado com 12.954 de terįa. Nova York confirmou mais duas mortes, mas OMS ainda não as registrou.",medo
"Escolas do Paraná adiam início das aulas por causa da nova gripe: Medida deve atingir cerca de 650 mil alunos no estado. Escolas e creches municipais ficarão fechadas em Curitiba.",medo
"Vizinhos da mãe suspeita de matar bebę em Natal estão com medo. Muitas pessoas tęm filhos pequenos, que brincam no pátio. A gente teme que ela volte aqui e seja capaz de fazer mal a qualquer um de nķs", desabafou uma moradora que não quis se identificar.",medo
"Proliferaįão de algas assusta e praias são fechadas na Austrália. Um fenômeno raro na Austrália causou o fechamento de algumas praias e está assustando as autoridades. Algas da espécie conhecida como Noctiluca scintillans se proliferaram na água e deixaram a água com alta concentraįão de amônia. Por causa disso, a água ficou com a coloraįão vermelha, o que assustou turistas e moradores.",medo
"Tensão em Boston: polícia cerca quarteirões em busca de terrorista. Nas outras regiões da cidade, ruas vazias: pessoas ficam em casa para evitar correr risco",medo
"Terremoto de 7,9 graus na escala Richter atinge as Filipinas. Um terremoto de 7,9 graus de magnitude na escala Richter atingiu as Filipinas nesta sexta-feira. Um alerta de tsunami foi emitido para a região, informou o Serviįo Geolķgico americano e o Centro de Alerta de Tsunami do Pacífico.",medo
"Apķs ameaįas norte-coreanas, clima é de tensa expectativa na península. EUA, Coreia do Sul e Japão estão em alerta contra possível ataque.",medo
"América Latina é região mais atingida pela nova gripe, diz OMS: Região tem o maior número de contaminados e mortos; inverno no Hemisfério Sul preocupa países.",medo
"Mortes por dengue no Paraguai preocupam a cidade de Foz do Iguaįu. Em 2012, 70 pessoas morreram em decorręncia da doenįa no país vizinho. Regional de Saúde diz que em Foz do Iguaįu situaįão está sob controle.",medo
"Terremoto de magnitude 7,3 atinge nordeste do Japão. Um forte terremoto de magnitude preliminar 7,3 foi registrado no nordeste do Japão na tarde desta sexta-feira.",medo
"Desabamento de túnel deixa prédio em construįão inclinado na Rússia. Edifício residencial de tręs andares inclinou-se em Sochi.",medo
"Terroristas usam e-mails sobre mulheres como 'fachada' para ataque: Autoridades britânicas descobriram o plano em troca de mensagens. Objetivo de paquistaneses era explodir carro-bomba no período da Páscoa.",medo
"Hizbollah promete retaliar se Israel atacar o Líbano. O líder do grupo islâmico Hizbollah afirmou no domingo que o movimento xiita poderá lanįar "milhares de mísseis" contra Tel Aviv, caso o Estado de Israel ataque o Líbano. 'Como Israel, que tremeu diante de poucos mísseis Fajr 5, irá suportar os mísseis que cairão em Tel Aviv e em outras partes, no caso de um ataque ao Líbano?", declarou Hasan Nasrala, em uma mensagem transmitida por telas gigantes a centenas de partidários reunidos em um subúrbio de Beirute.",medo
"Novo terremoto volta a sacudir região central da Itália: Tremor ocorreu na região de Abruzzos. Área atingida fica prķxima ā cidade de L'Aquila.",medo
"Madrugada de combates em Damasco. Os bairros do sul da capital síria foram bombardeados neste sábado pelas forįas do regime e durante a noite foram registrados combates na província de Damasco, região onde os confrontos se concentram agora, informou uma ONG síria e militantes.",medo
"Homens armados sequestram 12 trabalhadores no Senegal. Sequestradores são suspeitos de pertencerem a movimento separatista.",medo
"Síria ameaįa retaliaįão caso Israel continue atacando, diz TV estatal. Mísseis estão prontos para atacar alvos precisos', informa canal sírio.",medo
"Ônibus são atacados na zona leste da capital paulista. Cinco ônibus foram atacados no início da madrugada de hoje (5) no Jardim Robru, zona leste da capital paulista.",medo
"Aviaįão de Israel ataca Damasco e Síria ameaįa retaliar. Israel lanįou dois ataques contra o territķrio sírio em menos de tręs dias.",medo
"Criminosos incendeiam e apedrejam 5 ônibus em São Paulo. Cinco ônibus foram atacados por criminosos na noite deste sábado (4), na Zona Leste de São Paulo.",medo
"Israel ataca Síria pela segunda vez em menos de tręs dias. Na noite de sábado, alvo foram posiįões militares ao norte de Damasco.",medo
"Explosão em fábrica de fertilizantes no Texas assusta EUA e mata ao menos dois. Ainda abalados pelo atentado na maratona de Boston, os Estados Unidos enfrentaram na noite desta quarta-feira uma nova explosão.",medo
"Assaltante faz refém em Cotiporã. Suspeito entrou na casa de um agricultor e o fez refém até levá-lo a Bento Gonįalves.",medo
"Criminosos fazem reféns em Constantina e Sarandi apķs assaltarem bancos. Pelo menos 13 pessoas foram feitas reféns. ",medo
"Homem armado faz reféns em lancheria de Porto Alegre. Um dos reféns estaria sob a mira de um revķlver. ",medo
"Passageiros temem assaltos durante viagens de ônibus no Paraná. O medo virou rotina dos passageiros que precisam viajar de ônibus ā noite com destino ā região de Foz do Iguaįu, no oeste do Paraná. A rota, que é conhecida pela grande quantidade de ônibus de sacoleiros que precisam passar pelo trecho, virou alvo de assaltantes. ",medo
"'Pensei que íamos todos morrer', diz professora que salvou alunos. Kaitlin Roig falou sobre o massacre em entrevista ā rede americana ABC. Atirador invadiu escola de Connecticut nesta sexta e disparou contra alunos.",medo
"Medo da gripe faz máscara virar parte de uniforme em MG: Funcionários de empresa de fertilizantes adotaram acessķrio. No porto seco, caminhoneiros recebem folhetos com orientaįões.",medo
"Aumento da criminalidade no Centro de Divinķpolis preocupa moradores. Câmeras 'Olho Vivo' irão ajudar a monitorar região, diz PM.",medo
"Ameaįada de morte, feminista tunisiana vive com medo de islamitas. A jovem tunisiana que permanece escondida depois da difusão de fotos em que apareceu mostrando os seios, apareceu neste sábado em uma reportagem",medo
"USP, Unicamp e Unesp adiam início das aulas por causa da nova gripe: Aulas serão retomadas no dia 17 de agosto. Escolas públicas também prorrogaram o fim das férias.",medo
"Ataques de lobos faz região da Sibéria decretar estado de emergęncia. A república de Iakútia, no extremo nordeste da Sibéria, decretou estado de emergęncia em razão da multiplicaįão de ataques de lobos que dizimaram renas e cavalos da região, uma das mais frias do mundo.",medo
"Frio faz gripe suína se espalhar por países vizinhos ao Brasil: Chile registra mais de mil casos da doenįa; na Argentina, 127 foram confirmados nesta sexta-feira.",medo
"Número de casos de gripe sobe a 1.490, com 30 mortes, diz agęncia da ONU: Balanįo anterior da Organizaįão Mundial da Saúde indicava 1.124 casos. Agęncia não vę sinais de transmissão em nível comunitário na Europa.",medo
"Câmeras de seguranįa flagram assalto a funerária no RS: Aįão foi acompanhada por funcionário que estava em outra loja. Polícia foi acionada e prendeu assaltantes em menos de 5 minutos.",medo
"Nova gripe já contaminou 7.520 pessoas em 34 países, segundo a OMS: Estados Unidos são o país com maior número de casos: 4.298. Agęncia da ONU diz que o pior pode ainda não ter passado.",medo
"Peixe alucinķgeno é encontrado na Grã-Bretanha: Consumo de cabeįa da espécie mediterrânea de peixe pode provocar alucinaįões.",medo
"Vinte pessoas são rendidas em assalto a uma fazenda no ES. Cinco homens encapuzados e armados invadiram a propriedade.",medo
"Moradores de Salvador temem dias de medo com chegada das chuvas de verão. As fortes chuvas de verão que castigam Salvador e o interior baiano trouxeram de volta velhos problemas como deslizamentos, alagamentos, desabamentos e transbordamento de rios, tanto na capital baiana quanto no interior do estado.",medo
"Terremoto em Honduras deixa um morto e um ferido, diz Cruz Vermelha: Tremor de magnitude 7,1 abalou o país durante a madrugada. Houve alerta de tsunami no Caribe, mas ele já foi retirado.",medo
"Governo recomenda que alunos com suspeita de gripe adiem volta ās aulas: Alunos com sintomas devem ser acompanhados por médicos. Em várias localidades, retorno ao segundo semestre letivo foi adiado.",medo
"Furacão Sandy faz Obama decretar estado de emergęncia em Nova York. O presidente dos Estados Unidos, Barack Obama, decretou estado de emergęncia em Washington, na Columbia, em Nova York e Massachusetts, além de Maryland, como medida de precauįão ā chegada do Furacão Sandy, prevista para esta segunda-feira (29/10).",medo
